uniqueID,name,gender,birthDate,member
Dedman1896,"Dedman, John",male,1896-06-02,1
Dein1889,"Dein, Dick",male,1889-03-04,1
deLargie1859,"de Largie, Hugh",male,1859-03-24,0
Denman1937,"Denman, Kay",female,1937-07-22,0
Dennis1870,"Dennis, Samuel",male,1870-03-26,1
Devereux1946,"Devereux, John",male,1946-02-08,0
Devine1923,"Devine, Len",male,1923-10-14,1
Devitt1921,"Devitt, Don",male,1921-07-11,0
Devlin1898,"Devlin, Jack",male,1898-06-06,0
Devlin1926,"Devlin, Ray",male,1926-03-17,0
Dick1972,"Dick, Milton",male,1972-07-21,1
DiNatale1970,"Di Natale, Richard",male,1970-06-06,0
Dittmer1904,"Dittmer, Felix",male,1904-06-27,0
Dobie1927,"Dobie, Don",male,1927-07-28,1
Dobson1841,"Dobson, Henry",male,1841-12-24,0
Dodd1953,"Dodd, Peter",male,1953-10-31,1
Dodson1948,"Dodson, Pat",male,1948-01-29,0
Dondas1939,"Dondas, Nick",male,1939-10-26,1
Dooley1884,"Dooley, John",male,1884-11-11,0
Downer1843,"Downer, John",male,1843-07-06,0
Downer1910,"Downer, Alick",male,1910-04-07,1
Downer1951,"Downer, Alexander",male,1951-09-09,1
Doyle1922,"Doyle, Frank",male,1922-06-17,1
Drake1850,"Drake, James",male,1850-04-26,0
DrakeBrockman1884,"Drake-Brockman, Edmund",male,1884-02-21,0
DrakeBrockman1919,"Drake-Brockman, Thomas",male,1919-05-15,0
Drakeford1878,"Drakeford, Arthur",male,1878-04-26,1
Draper1959,"Draper, Trish",female,1959-04-02,1
Dreyfus1956,"Dreyfus, Mark",male,1956-10-03,1
Drum1960,"Drum, Kevin",male,1960-07-28,1
Drummond1890,"Drummond, David",male,1890-02-11,1
Drummond1931,"Drummond, Peter",male,1931-08-21,1
Drury1911,"Drury, Nigel",male,1911-05-15,1
Drury1912,"Drury, Arnold",male,1912-07-23,0
Dubois1940,"Dubois, Stephen",male,1940-02-01,1
Duffy1938,"Duffy, Michael",male,1938-03-02,1
Duncan1883,"Duncan, Walter",male,1883-03-14,0
Duncan1945,"Duncan, Peter",male,1945-01-01,1
DuncanHughes1882,"Duncan-Hughes, Jack",male,1882-09-01,1
Duniam1982,"Duniam, Jonathon",male,1982-12-31,0
Dunn1887,"Dunn, James",male,1887-08-20,0
Dunn1948,"Dunn, Irina",female,1948-03-17,0
Durack1926,"Durack, Peter",male,1926-10-20,0
Duthie1912,"Duthie, Gilbert",male,1912-05-21,1
Dutton1970,"Dutton, Peter",male,1970-11-18,1
Earle1865,"Earle, John",male,1865-11-15,0
Easson1955,"Easson, Mary",female,1955-06-16,1
Edmonds1903,"Edmonds, Bill",male,1903-10-23,1
Edwards1842,"Edwards, Richard",male,NA,1
Edwards1855,"Edwards, George",male,1855-01-30,1
Edwards1927,"Edwards, Harry",male,1927-01-10,1
Edwards1945,"Edwards, Ron",male,1945-07-02,1
Edwards1946,"Edwards, Graham",male,1946-07-18,1
Edwards1962,"Edwards, Sean",male,1962-01-02,0
Eggins1898,"Eggins, Jim",male,1898-04-07,1
Eggleston1941,"Eggleston, Alan",male,1941-12-30,0
Einfeld1909,"Einfeld, Syd",male,1909-06-17,1
Eldridge1872,"Eldridge, John",male,NA,1
Ellicott1927,"Ellicott, Bob",male,1927-04-15,1
Elliot1967,"Elliot, Justine",female,1967-07-29,1
Elliott1878,"Elliott, Harold",male,1878-06-19,0
Elliott1884,"Elliott, Robert",male,1884-10-28,0
Elliott1954,"Elliott, Paul",male,1954-09-24,1
Ellis1946,"Ellis, Annette",female,1946-10-13,1
Ellis1977,"Ellis, Kate",female,1977-09-22,1
Ellison1954,"Ellison, Chris",male,1954-06-15,0
Elson1947,"Elson, Kay",female,1947-01-25,1
Elstob1924,"Elstob, Ronald",male,1924-11-29,0
Emerson1954,"Emerson, Craig",male,1954-11-15,1
Enderby1926,"Enderby, Kep",male,1926-06-25,1
England1911,"England, John",male,1911-10-12,1
Entsch1950,"Entsch, Warren",male,1950-05-31,1
Erwin1917,"Erwin, Dudley",male,1917-08-20,1
Evans1928,"Evans, Jack",male,1928-11-28,0
Evans1944,"Evans, Gareth",male,1944-09-05,1
Evans1958,"Evans, Chris",male,1958-05-14,0
Evans1981,"Evans, Trevor",male,1981-08-28,1
EvansMartyn1953,"Evans, Martyn",male,1953-11-27,1
EvansRichard1953,"Evans, Richard",male,1953-09-07,1
Evatt1894,"Evatt, Herbert",male,1894-04-30,1
Everett1917,"Everett, Merv",male,1917-10-07,0
Everingham1923,"Everingham, Doug",male,1923-06-25,1
Everingham1943,"Everingham, Paul",male,1943-02-04,1
Ewert1918,"Ewert, Keith",male,1918-04-12,1
Ewing1856,"Ewing, Thomas",male,1856-10-09,1
Ewing1870,"Ewing, Norman",male,1870-12-26,0
Fadden1894,"Fadden, Arthur",male,1894-04-13,1
Fahey1945,"Fahey, John",male,1945-01-10,1
Failes1899,"Failes, Laurie",male,1899-10-16,1
Fairbairn1855,"Fairbairn, George",male,1855-03-23,1
Fairbairn1897,"Fairbairn, James",male,1897-07-28,1
Fairbairn1917,"Fairbairn, David",male,1917-03-03,1
Fairhall1909,"Fairhall, Allen",male,1909-11-24,1
Falconer1943,"Falconer, Peter",male,1943-09-23,1
Falinski1970,"Falinski, Jason",male,1970-08-24,1
Falkinder1921,"Falkinder, Bill",male,1921-08-29,1
Falkiner1867,"Falkiner, Franc",male,1867-06-17,1
Falstein1914,"Falstein, Max",male,1914-05-30,1
Farmer1962,"Farmer, Pat",male,1962-03-14,1
Farrell1954,"Farrell, Don",male,1954-06-06,0
Faruqi1963,"Faruqi, Mehreen",female,1963-07-08,0
Fatin1941,"Fatin, Wendy",female,1941-04-10,1
Faulkner1954,"Faulkner, John",male,1954-04-12,0
Fawcett1963,"Fawcett, David",male,1963-10-23,1
Feeney1970,"Feeney, David",male,1970-03-05,1
Fenton1864,"Fenton, James",male,1864-02-04,1
Ferguson1830,"Ferguson, John",male,1830-03-15,0
Ferguson1943,"Ferguson, Alan",male,1943-09-16,0
Ferguson1952,"Ferguson, Laurie",male,1952-07-07,1
Ferguson1953,"Ferguson, Martin",male,1953-12-12,1
Ferguson1974,"Ferguson, Michael",male,1974-03-23,1
Ferricks1875,"Ferricks, Myles",male,1875-11-12,0
Ferris1941,"Ferris, Jeannie",female,1941-03-14,0
Field1910,"Field, Pat",male,1910-10-11,0
Fielding1960,"Fielding, Steve",male,1960-10-17,0
FierravantiWells1960,"Fierravanti-Wells, Connie",female,1960-05-20,0
Fife1929,"Fife, Wal",male,1929-10-02,1
Fifield1967,"Fifield, Mitch",male,1967-01-16,0
Filing1955,"Filing, Paul",male,1955-12-20,1
Findley1864,"Findley, Edward",male,1864-09-08,0
Finlay1887,"Finlay, Alex",male,1887-11-14,0
Finlayson1867,"Finlayson, William",male,1867-08-12,1
Fischer1946,"Fischer, Tim",male,1946-05-03,1
Fisher1862,"Fisher, Andrew",male,1862-08-29,1
Fisher1936,"Fisher, Peter",male,1936-09-19,1
Fisher1962,"Fisher, Mary Jo",female,1962-12-25,0
Fisken1897,"Fisken, Archibald",male,1897-03-11,1
Fitzgerald1910,"Fitzgerald, Joe",male,1910-01-05,1
Fitzgibbon1936,"Fitzgibbon, Eric",male,1936-08-27,1
Fitzgibbon1962,"Fitzgibbon, Joel",male,1962-01-16,1
FitzPatrick1915,"FitzPatrick, John",male,1915-04-24,1
Fleming1874,"Fleming, William",male,1874-05-19,1
Fletcher1965,"Fletcher, Paul",male,1965-01-16,1
Flint1978,"Flint, Nicolle",female,1978-07-15,1
Foley1872,"Foley, George",male,1872-11-28,1
Foll1890,"Foll, Harry",male,1890-05-30,0
Forbes1923,"Forbes, Jim",male,1923-12-16,1
Ford1936,"Ford, Frank",male,1936-08-10,1
Forde1890,"Forde, Frank",male,1890-07-18,1
Foreman1933,"Foreman, Dominic",male,1933-08-06,0
Forrest1847,"Forrest, John",male,1847-08-22,1
Forrest1949,"Forrest, John (Alexander)",male,1949-08-24,1
Forshaw1952,"Forshaw, Michael",male,1952-01-11,0
Foster1856,"Foster, Richard",male,1856-08-20,1
Foster1872,"Foster, Francis",male,NA,1
Foster1884,"Foster, George",male,NA,0
Foster1921,"Foster, Norm",male,1921-03-12,1
Fowler1865,"Fowler, James",male,1865-06-20,1
Fox1912,"Fox, Max",male,1912-04-27,1
Foxton1849,"Foxton, Justin",male,1849-09-24,1
Francis1873,"Francis, Grosvenor",male,1873-08-14,1
Francis1881,"Francis, Frederick",male,NA,1
Francis1890,"Francis, Josiah",male,1890-03-28,1
Fraser1832,"Fraser, Simon",male,1832-08-21,0
Fraser1889,"Fraser, James",male,1889-03-12,0
Fraser1892,"Fraser, Alexander",male,1892-08-22,0
Fraser1902,"Fraser, Allan",male,1902-09-18,1
Fraser1908,"Fraser, Jim",male,1908-02-08,1
Fraser1930,"Fraser, Malcolm",male,1930-05-21,1
Frazer1880,"Frazer, Charlie",male,1880-01-02,1
Free1943,"Free, Ross",male,1943-03-07,1
Freelander1953,"Freelander, Mike",male,1953-04-23,1
Freeth1914,"Freeth, Gordon",male,1914-08-06,1
Frost1882,"Frost, Charles",male,1882-11-30,1
Fry1920,"Fry, Ken",male,1920-11-08,1
Frydenberg1971,"Frydenberg, Josh",male,1971-07-17,1
Fuller1861,"Fuller, George",male,1861-01-22,1
Fuller1893,"Fuller, Arthur",male,1893-10-24,1
Fulton1909,"Fulton, Bill",male,1909-06-18,1
Furner1958,"Furner, Mark",male,1958-04-11,0
Fysh1835,"Fysh, Philip",male,1835-03-01,1
Gabb1882,"Gabb, Moses",male,1882-11-21,1
Gaha1894,"Gaha, John",male,1894-04-14,1
Gair1901,"Gair, Vince",male,1901-02-25,0
Gallacher1954,"Gallacher, Alex",male,1954-01-01,0
Gallagher1970,"Gallagher, Katy",female,1970-03-17,0
Gallus1943,"Gallus, Chris",female,1943-04-06,1
Galvin1911,"Galvin, Pat",male,1911-03-30,1
Gambaro1958,"Gambaro, Teresa",female,1958-11-29,1
Gander1888,"Gander, Joe",male,NA,1
Garden1882,"Garden, Jock",male,1882-08-13,1
Gardiner1867,"Gardiner, Albert",male,1867-07-30,0
Gardner1884,"Gardner, Sydney",male,1884-06-09,1
Garland1934,"Garland, Victor",male,1934-05-05,1
Garling1870,"Garling, Henry",male,1870-06-07,0
Garrett1953,"Garrett, Peter",male,1953-04-16,1
Garrick1918,"Garrick, Horrie",male,1918-08-26,1
Gash1944,"Gash, Joanna",female,1944-07-21,1
Gayler1943,"Gayler, John",male,1943-04-14,1
Gear1947,"Gear, George",male,1947-03-08,1
Gee1968,"Gee, Andrew",male,1968-09-13,1
Gellibrand1872,"Gellibrand, John",male,1872-12-05,1
Georganas1959,"Georganas, Steve",male,1959-06-13,1
George1947,"George, Jennie",female,1947-08-20,1
Georges1920,"Georges, George",male,1920-04-15,0
Georgiou1947,"Georgiou, Petro",male,1947-11-30,1
Georgiou1974,"Georgiou, Peter",male,1974-01-13,0
Gerick1963,"Gerick, Jane",female,1963-04-23,1
Gibb1843,"Gibb, James",male,1843-06-30,1
Gibbons1887,"Gibbons, George",male,NA,1
Gibbons1949,"Gibbons, Steve",male,1949-09-11,1
Gibbs1879,"Gibbs, William",male,1879-07-05,0
Gibbs1922,"Gibbs, Wylie",male,1922-07-26,1
Gibbs1947,"Gibbs, Brenda",female,1947-09-03,0
Gibson1869,"Gibson, William",male,1869-05-19,1
Gibson1935,"Gibson, Adrian",male,1935-11-03,1
Gibson1936,"Gibson, Brian",male,1936-11-04,0
Gibson1954,"Gibson, Garrie",male,1954-10-17,1
Gichuhi1962,"Gichuhi, Lucy",female,1962-09-23,0
Gietzelt1920,"Gietzelt, Arthur",male,1920-12-28,0
Giles1923,"Giles, Geoffrey",male,1923-06-27,1
Giles1928,"Giles, Patricia",female,1928-11-16,0
Giles1973,"Giles, Andrew",male,1973-07-31,1
Gillard1920,"Gillard, Reg",male,1920-03-13,1
Gillard1961,"Gillard, Julia",female,1961-09-29,1
Gillespie1957,"Gillespie, David",male,1957-12-20,1
Gilmore1908,"Gilmore, Tom",male,1908-05-07,1
Givens1864,"Givens, Thomas",male,1864-02-26,0
Glasgow1876,"Glasgow, William",male,1876-06-06,0
Glassey1844,"Glassey, Thomas",male,1844-02-26,0
Glynn1855,"Glynn, Paddy",male,1855-08-25,1
Goodenough1975,"Goodenough, Ian",male,1975-07-03,1
Goodluck1933,"Goodluck, Bruce",male,1933-05-14,1
Gordon1865,"Gordon, David",male,1865-05-04,1
Gorman1926,"Gorman, Russ",male,1926-07-20,1
Gorman1984,"Gorman, Patrick",male,1984-12-12,1
Gorton1911,"Gorton, John",male,1911-09-09,1
Gosling1971,"Gosling, Luke",male,1971-09-17,1
Gould1847,"Gould, Albert",male,1847-02-12,0
Grace1931,"Grace, Ted",male,1931-03-13,1
Grace1940,"Grace, Elizabeth",female,1940-05-27,1
Graham1867,"Graham, Charles",male,NA,0
Graham1919,"Graham, Bill",male,1919-08-22,1
Grant1857,"Grant, John",male,NA,0
Grant1878,"Grant, Charles",male,1878-04-24,0
Grant1888,"Grant, Donald",male,1888-02-26,0
Grassby1926,"Grassby, Al",male,1926-07-12,1
Gray1840,"Gray, John",male,1840-12-01,0
Gray1908,"Gray, George",male,1908-10-02,1
Gray1958,"Gray, Gary",male,1958-04-30,1
Grayden1920,"Grayden, William",male,1920-08-05,1
Green,"Green, Nita",female,NA,0
Green1869,"Green, Albert",male,1869-12-21,1
Green1885,"Green, Roland",male,1885-10-29,1
Greenup1902,"Greenup, Arthur",male,1902-07-11,1
Greenwood1926,"Greenwood, Ivor",male,1926-11-15,0
Gregory1860,"Gregory, Henry",male,1860-03-15,1
Greig1966,"Greig, Brian",male,1966-02-22,0
Grierson1951,"Grierson, Sharon",female,1951-05-04,1
Griff1957,"Griff, Stirling",male,1957-12-02,0
Griffin1960,"Griffin, Alan",male,1960-02-23,1
Griffiths1903,"Griffiths, Charles",male,1903-06-26,1
Griffiths1952,"Griffiths, Alan",male,1952-09-04,1
Griggs1969,"Griggs, Natasha",female,1969-01-24,1
Grimes1937,"Grimes, Donald",male,1937-10-04,0
Grogan,"Grogan, Karen",female,NA,0
Groom1833,"Groom, William",male,1833-03-09,1
Groom1852,"Groom, Arthur",male,1852-11-26,1
Groom1867,"Groom, Littleton",male,1867-04-22,1
Groom1944,"Groom, Ray",male,1944-09-03,1
Guilfoyle1926,"Guilfoyle, Margaret",female,1926-05-15,0
Gullett1878,"Gullett, Henry",male,1878-03-26,1
Gullett1914,"Gullett, Jo",male,1914-12-16,1
Gun1936,"Gun, Richard",male,1936-05-27,1
Guthrie1856,"Guthrie, Robert",male,1856-11-17,0
Guthrie1872,"Guthrie, James",male,1872-09-13,0
Guy1860,"Guy, James",male,1860-11-13,0
Guy1890,"Guy, Allan",male,1890-11-30,1
Haase1945,"Haase, Barry",male,1945-11-19,1
Hadley1893,"Hadley, Jim",male,1893-06-12,1
Haines1945,"Haines, Janine",female,1945-05-08,0
Haines1961,"Haines, Helen",female,1961-09-21,1
Halbert1910,"Halbert, Hugh",male,1910-01-17,1
Hale1969,"Hale, Damian",male,1969-12-28,1
Hall1874,"Hall, David",male,1874-03-05,1
Hall1928,"Hall, Steele",male,1928-11-30,1
Hall1949,"Hall, Jill",female,1949-11-16,1
Hallett1917,"Hallett, John",male,1917-10-09,1
Halverson1937,"Halverson, Bob",male,1937-10-22,1
Hamer1923,"Hamer, David",male,1923-09-05,1
Hamilton1899,"Hamilton, Len",male,1899-07-07,1
Hamilton1979,"Hamilton, Garth",male,1979-03-05,1
Hammond1968,"Hammond, Celia",female,1968-11-22,1
Hammond1975,"Hammond, Tim",male,1975-03-25,1
Hampson1864,"Hampson, Alfred",male,1864-09-15,1
Hand1942,"Hand, Gerry",male,1942-06-30,1
Handby1903,"Handby, Jim",male,1903-09-01,1
Hannaford1903,"Hannaford, Clive",male,1903-01-11,0
Hannan1873,"Hannan, Joseph",male,NA,1
Hannan1910,"Hannan, George",male,1910-09-10,0
Hansen1922,"Hansen, Brendan",male,1922-08-21,1
Hanson1954,"Hanson, Pauline",female,1954-05-27,1
HansonYoung1981,"Hanson-Young, Sarah",female,1981-12-23,0
Hardgrave1960,"Hardgrave, Gary",male,1960-01-05,1
Harding1921,"Harding, Ted",male,1921-06-12,1
Hardy1898,"Hardy, Charles",male,1898-12-12,0
Harney1865,"Harney, Edward",male,1865-08-31,0
Harper1842,"Harper, Robert",male,1842-02-01,1
Harradine1935,"Harradine, Brian",male,1935-01-09,0
Harris1890,"Harris, John",male,1890-12-03,0
Harris1937,"Harris, Graham",male,1937-08-29,1
Harris1943,"Harris, Len",male,1943-09-22,0
Harrison1880,"Harrison, Eric Fairweather",male,1880-04-16,1
Harrison1892,"Harrison, Eric John",male,1892-09-07,1
Harrison1903,"Harrison, Jim",male,1903-10-12,1
Hart1960,"Hart, Ross",male,1960-06-04,1
Hartnoll1841,"Hartnoll, William",male,1841-04-17,1
Hartsuyker1959,"Hartsuyker, Luke",male,1959-04-28,1
Harvey1946,"Harvey, Elizabeth",female,1946-10-19,1
Haslem1939,"Haslem, John",male,1939-02-01,1
Hasluck1905,"Hasluck, Paul",male,1905-04-01,1
Hastie1982,"Hastie, Andrew",male,1982-09-30,1
Hatton1951,"Hatton, Michael",male,1951-08-25,1
Haviland1952,"Haviland, Chris",male,1952-02-27,1
Hawke1929,"Hawke, Bob",male,1929-12-09,1
Hawke1977,"Hawke, Alex",male,1977-07-09,1
Hawker1894,"Hawker, Charles",male,1894-05-16,1
Hawker1949,"Hawker, David",male,1949-05-01,1
Haworth1905,"Haworth, William",male,1905-04-15,1
Hay1865,"Hay, Alexander",male,1865-01-08,1
Hayden1933,"Hayden, Bill",male,1933-01-23,1
Hayes1868,"Hayes, John",male,1868-04-21,0
Hayes1955,"Hayes, Chris",male,1955-07-17,1
Haylen1898,"Haylen, Les",male,1898-09-23,1
Hays1869,"Hays, Herbert",male,1869-09-20,0
Hearn1921,"Hearn, Jean",female,1921-03-30,0
Heatley1920,"Heatley, William",male,1920-07-11,0
Hedges1856,"Hedges, William",male,1856-07-16,1
Heffernan1943,"Heffernan, William",male,1943-03-03,0
Heitmann1878,"Heitmann, Edward",male,1878-06-03,1
Henderson1857,"Henderson, Christopher",male,1857-08-19,0
Henderson1964,"Henderson, Sarah",female,1964-04-04,1
Hendrickson1897,"Hendrickson, Bert",male,1897-12-17,0
Hendy1962,"Hendy, Peter",male,1962-01-10,1
Henry1946,"Henry, Stuart",male,1946-06-21,1
Henty1903,"Henty, Denham",male,1903-10-13,0
Henzell1948,"Henzell, Marjorie",female,1948-09-21,1
Herron1932,"Herron, John",male,1932-09-04,0
Hewson1914,"Hewson, Arthur",male,1914-12-31,1
Hewson1946,"Hewson, John",male,1946-10-28,1
Hicks1940,"Hicks, Noel",male,1940-11-04,1
Higgins1851,"Higgins, Henry",male,1851-06-30,1
Higgs1862,"Higgs, William",male,1862-01-18,1
Hill1866,"Hill, William",male,1866-04-14,1
Hill1946,"Hill, Robert",male,1946-09-25,0
Hill1960,"Hill, Heather",female,1960-08-09,0
Hill1973,"Hill, Julian",male,1973-06-04,1
Hinch1944,"Hinch, Derryn",male,1944-02-09,0
Hoare1874,"Hoare, Albert",male,1874-11-22,0
Hoare1963,"Hoare, Kelly",female,1963-07-01,1
Hockey1965,"Hockey, Joe",male,1965-08-02,1
Hodges1937,"Hodges, John",male,1937-10-03,1
Hodgman1938,"Hodgman, Michael",male,1938-11-16,1
Hogan1963,"Hogan, Kevin",male,1963-08-11,1
Hogg1949,"Hogg, John",male,1949-03-19,0
Holder1850,"Holder, Frederick",male,1850-05-12,1
Holding1931,"Holding, Clyde",male,1931-04-27,1
Hollis1938,"Hollis, Colin",male,1938-05-30,1
Holloway1875,"Holloway, Jack",male,1875-04-12,1
Holman1871,"Holman, William",male,1871-08-04,1
Holt1908,"Holt, Harold",male,1908-08-05,1
Holt1914,"Holt, Robert",male,1914-06-09,1
Holten1922,"Holten, Mac",male,1922-03-29,1
Horne1939,"Horne, Bob",male,1939-12-18,1
Howard1939,"Howard, John",male,1939-07-26,1
Howarth1972,"Howarth, Luke",male,1972-06-06,1
Howe1861,"Howe, Robert",male,NA,1
Howe1936,"Howe, Brian",male,1936-01-28,1
Howroyd1867,"Howroyd, Charles",male,1867-02-25,1
Howse1863,"Howse, Neville",male,1863-10-26,1
Howse1913,"Howse, John",male,1913-10-10,1
Howson1919,"Howson, Peter",male,1919-05-22,1
Hughes,"Hughes, Hollie",female,NA,0
Hughes1862,"Hughes, Billy",male,1862-09-25,1
Hughes1923,"Hughes, Tom",male,1923-11-26,1
Hull1954,"Hull, Kay",female,1954-02-03,1
Hulls1957,"Hulls, Rob",male,1957-01-23,1
Hulme1907,"Hulme, Alan",male,1907-02-14,1
Hume1971,"Hume, Jane",female,1971-04-30,0
HumeCook1866,"Hume Cook, James",male,1866-09-23,1
Humphreys1934,"Humphreys, Ben",male,1934-08-17,1
Humphries1958,"Humphries, Gary",male,1958-07-06,0
Hunt1928,"Hunt, Ralph",male,1928-03-31,1
Hunt1965,"Hunt, Greg",male,1965-11-18,1
Hunter1882,"Hunter, James",male,1882-07-04,1
Hurford1931,"Hurford, Chris",male,1931-07-30,1
Hurley1955,"Hurley, Annette",female,1955-03-23,0
Hurry1868,"Hurry, Geoffry",male,1868-09-15,1
Husar1980,"Husar, Emma",female,1980-04-20,1
Husic1970,"Husic, Ed",male,1970-02-03,1
Hutchin1887,"Hutchin, Arthur",male,1887-03-03,1
Hutchins1956,"Hutchins, Stephen",male,1956-04-22,0
Hutchinson1904,"Hutchinson, William",male,1904-01-07,1
Hutchinson1965,"Hutchinson, Eric",male,1965-06-19,1
Hutchison1859,"Hutchison, James",male,1859-04-20,1
Hyde1936,"Hyde, John",male,1936-02-02,1
Innes1925,"Innes, Ted",male,1925-02-12,1
Irons1958,"Irons, Steve",male,1958-09-01,1
Irvine1856,"Irvine, Hans",male,1856-08-02,1
Irvine1858,"Irvine, William",male,1858-07-06,1
Irwin1898,"Irwin, Les",male,1898-05-01,1
Irwin1951,"Irwin, Julia",female,1951-11-08,1
Isaacs1855,"Isaacs, Isaac",male,1855-08-06,1
Jack1892,"Jack, William",male,1892-05-01,1
Jackson1889,"Jackson, Syd",male,1889-06-06,1
Jackson1962,"Jackson, Sharryn",female,1962-02-12,1
Jacobi1928,"Jacobi, Ralph",male,1928-12-04,1
Jakobsen1947,"Jakobsen, Carolyn",female,1947-09-11,1
James1885,"James, Rowland",male,1885-06-14,1
James1914,"James, Bert",male,1914-09-22,1
Jarman1923,"Jarman, Alan",male,1923-07-22,1
Jeanes1958,"Jeanes, Susan",female,1958-02-24,1
Jenkins1925,"Jenkins, Harry (Sr)",male,1925-09-24,1
Jenkins1938,"Jenkins, Jean",female,1938-03-16,0
Jenkins1952,"Jenkins, Harry (Jr)",male,1952-08-18,1
Jennings1878,"Jennings, John",male,1878-12-19,1
Jensen1865,"Jensen, Jens",male,1865-05-02,1
Jensen1962,"Jensen, Dennis",male,1962-02-28,1
Jess1922,"Jess, John",male,1922-04-15,1
Jessop1927,"Jessop, Don",male,1927-06-21,1
Johns1952,"Johns, Gary",male,1952-08-29,1
Johnson1862,"Johnson, Elliot",male,1862-04-10,1
Johnson1871,"Johnson, William",male,NA,1
Johnson1889,"Johnson, Herbert",male,1889-10-25,1
Johnson1924,"Johnson, Les",male,1924-11-22,1
Johnson1929,"Johnson, Keith",male,1929-03-28,1
Johnson1943,"Johnson, Peter",male,1943-08-27,1
Johnson1970,"Johnson, Michael",male,1970-01-31,1
Johnston1880,"Johnston, Bertie",male,1880-01-11,0
Johnston1930,"Johnston, Roger",male,1930-06-18,1
Johnston1943,"Johnston, Ricky",female,1943-09-29,1
Johnston1956,"Johnston, David",male,1956-02-14,0
Jolley1874,"Jolley, Edward",male,NA,1
Jolly1882,"Jolly, William",male,1882-09-11,1
Jones1878,"Jones, Paul",male,1878-06-15,1
Jones1917,"Jones, Charles",male,1917-09-12,1
Jones1944,"Jones, Andrew",male,1944-05-26,1
Jones1960,"Jones, Ewen",male,1960-03-07,1
Jones1965,"Jones, Stephen",male,1965-06-29,1
JonesBarry1932,"Jones, Barry",male,1932-10-11,1
JonesGerry1932,"Jones, Gerry",male,1932-08-16,0
Joshua1906,"Joshua, Bob",male,1906-06-06,1
Joske1895,"Joske, Percy",male,1895-10-05,1
Jowett1858,"Jowett, Edmund",male,1858-01-06,1
Joyce1967,"Joyce, Barnaby",male,1967-04-17,1
Jull1944,"Jull, David",male,1944-10-04,1
KakoschkeMoore1985,"Kakoschke-Moore, Skye",female,1985-12-19,0
Kane1908,"Kane, Jack",male,1908-07-23,0
Katter1918,"Katter, Bob (Sr)",male,1918-09-05,1
